id,location,sub_locality,property_type,estimated_price_per_sqft,demand_level,roi_category,infrastructure_score,zone_type,growth_potential,best_for,remarks
LKO-PROP-12756,Deva Road,Deva Road - Sector J,Residential Plot,2885,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12757,Rajajipuram,Rajajipuram - Sector B,3BHK Apartment,3110,High,Medium,6.0,Residential,Medium,Local Shops|Housing,
LKO-PROP-12758,Sultanpur Bypass,Sultanpur Bypass - Main Road,2BHK Apartment,3616,Medium,High,8.0,Growth,Medium,Expansion,
LKO-PROP-12759,DLF Garden City Area,DLF Garden City Area - Sector J,Independent House,3403,Medium,High,8.0,Planned,Medium,Residential|Investment,
LKO-PROP-12760,Outer Ring Road,Outer Ring Road - Main Road,Residential Plot,3545,Low,High,7.0,Outer Growth,Medium,Warehousing,
LKO-PROP-12761,Kathauta Lake Area,Kathauta Lake Area - Sector E,2BHK Apartment,3090,High,Medium,9.0,Premium,Medium,Cafes|Restaurants,
LKO-PROP-12762,Yahiyaganj,Yahiyaganj - Sector D,Residential Plot,3136,High,Medium,7.0,Commercial,Medium,Wholesale Trade,
LKO-PROP-12763,Jankipuram Extension Phase 2,Jankipuram Extension Phase 2 - Sector G,Warehouse space,3193,Medium,High,6.0,Growth,Medium,Residential Growth,
LKO-PROP-12764,Anora Kala,Anora Kala - Phase 1,Independent House,2887,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-12765,Park Road,Park Road - Sector E,Warehouse space,2624,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-12766,South City Phase 2,South City Phase 2 - Sector C,2BHK Apartment,3365,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-12767,Uattardhona Extension,Uattardhona Extension - Phase 5,Independent House,2882,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-12768,Airport Road Extension,Airport Road Extension - Phase 5,2BHK Apartment,2523,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-12769,Kanpur Road Extension,Kanpur Road Extension - Sector A,Warehouse space,3644,Medium,Medium,7.0,Developing,Medium,Transport,
LKO-PROP-12770,Tiwariganj Extension,Tiwariganj Extension - Sector F,Independent House,3272,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12771,MG Road,MG Road - Phase 4,Commercial Plot,2553,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12772,Ansal API,Ansal API - Phase 5,Warehouse space,2777,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12773,Ansal Sushant Area,Ansal Sushant Area - Phase 2,2BHK Apartment,3441,Medium,High,8.0,Planned Growth,Medium,Residential|Retail,
LKO-PROP-12774,Omaxe Extension Area,Omaxe Extension Area - Phase 5,1BHK Apartment,3861,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-12775,Ansal Sushant,Ansal Sushant - Inner Circle,Commercial Plot,2462,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12776,Omaxe Residency Area,Omaxe Residency Area - Sector C,Independent House,3103,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-12777,Mahanagar,Mahanagar - Phase 5,Residential Plot,2861,Medium,Medium,9.0,Premium,Medium,Luxury Retail,
LKO-PROP-12778,Eldeco Udyan,Eldeco Udyan - Sector J,3BHK Apartment,3190,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-12779,Kalyanpur,Kalyanpur - Sector B,Residential Plot,3583,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-12780,Malhaur Extension,Malhaur Extension - Extension,Independent House,3596,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-12781,Indiranagar Sector 20,Indiranagar Sector 20 - Main Road,1BHK Apartment,2856,High,Medium,8.0,Premium,Medium,Residential Business,
LKO-PROP-12782,Kathauta Lake Area,Kathauta Lake Area - Sector D,2BHK Apartment,3386,High,Medium,9.0,Premium,Medium,Cafes|Restaurants,
LKO-PROP-12783,Vrindavan Yojna,Vrindavan Yojna - Phase 3,Retail Shop,2706,Medium,Medium,8.0,Planned,Medium,Residential|Offices,
LKO-PROP-12784,Matiyari,Matiyari - Sector D,Commercial Plot,3612,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12785,Hazratganj,Hazratganj - Sector G,2BHK Apartment,3168,Very High,Medium,10.0,Commercial Core,Medium,Luxury Retail,
LKO-PROP-12786,Gosainganj,Gosainganj - Phase 3,Commercial Plot,3751,Low,High,5.0,Outer Growth,Medium,Industrial|Farming,
LKO-PROP-12787,Dubagga,Dubagga - Phase 2,Independent House,2435,Medium,Medium,5.0,Developing,Medium,Small Business,
LKO-PROP-12788,Matiyari Extension,Matiyari Extension - Phase 4,Independent House,3801,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12789,Park Road,Park Road - Phase 3,3BHK Apartment,2737,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-12790,Raebareli Road Extension,Raebareli Road Extension - Sector C,Retail Shop,3549,Medium,Medium,6.0,Developing,Medium,Warehousing,
LKO-PROP-12791,South City Phase 3,South City Phase 3 - Sector J,Commercial Plot,3581,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-12792,Amity University Road,Amity University Road - Sector C,Independent House,3506,Medium,High,7.0,Growth,Medium,Student Business,
LKO-PROP-12793,Butler Colony,Butler Colony - Extension,Commercial Plot,3497,Medium,Low,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-12794,Sarojini Nagar Phase 3,Sarojini Nagar Phase 3 - Phase 5,1BHK Apartment,3408,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12795,Outer Ring Road,Outer Ring Road - Sector J,1BHK Apartment,3214,Low,High,7.0,Outer Growth,Medium,Warehousing,
LKO-PROP-12796,Naka Hindola,Naka Hindola - Phase 3,3BHK Apartment,2831,High,Medium,7.0,Transport Hub,Medium,Hotels|Retail,
LKO-PROP-12797,Bakshi Ka Talab,Bakshi Ka Talab - Phase 1,Residential Plot,3385,Medium,High,6.0,Growth,Medium,Warehousing,
LKO-PROP-12798,Outer Ring Road,Outer Ring Road - Phase 3,Warehouse space,2920,Low,High,7.0,Outer Growth,Medium,Warehousing,
LKO-PROP-12799,Jankipuram,Jankipuram - Inner Circle,1BHK Apartment,1704,High,Medium,6.0,Residential,Medium,Local Shops,Residential demand steady
LKO-PROP-12800,La Martiniere Area,La Martiniere Area - Sector G,1BHK Apartment,3778,High,Medium,9.0,Premium,Medium,Schools|Institutions,
LKO-PROP-12801,Ansal Sushant Area,Ansal Sushant Area - Phase 5,Retail Shop,3212,Medium,High,8.0,Planned Growth,Medium,Residential|Retail,
LKO-PROP-12802,Aliganj,Aliganj - Sector H,Warehouse space,2865,High,Medium,7.0,Developed,Medium,Coaching|Retail,
LKO-PROP-12803,Sarojini Nagar,Sarojini Nagar - Sector B,Commercial Plot,3880,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12804,Kalyanpur,Kalyanpur - Inner Circle,Warehouse space,2575,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-12805,Uattardhona Extension,Uattardhona Extension - Inner Circle,1BHK Apartment,3803,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-12806,Ansal API,Ansal API - Phase 4,Retail Shop,3733,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12807,Park Road,Park Road - Sector J,Residential Plot,3499,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-12808,Alambagh,Alambagh - Sector H,2BHK Apartment,2949,High,Medium,8.0,Developed,Low-Medium,Retail|Transport,
LKO-PROP-12809,Riverfront Extension,Riverfront Extension - Inner Circle,Commercial Plot,3002,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12810,Vineet Khand,Vineet Khand - Phase 5,Residential Plot,3650,High,High,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-12811,Butler Colony,Butler Colony - Phase 5,Residential Plot,3756,Medium,Low,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-12812,Kathauta Lake Area,Kathauta Lake Area - Sector D,Warehouse space,3359,High,Medium,9.0,Premium,Medium,Cafes|Restaurants,
LKO-PROP-12813,Engineering College Road,Engineering College Road - Sector H,Independent House,2663,High,High,7.0,Growth,Medium,Student Business,
LKO-PROP-12814,Riverfront Extension,Riverfront Extension - Sector E,Retail Shop,3454,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12815,Outer Ring Road,Outer Ring Road - Phase 2,Residential Plot,2471,Low,High,7.0,Outer Growth,Medium,Warehousing,
LKO-PROP-12816,Matiyari,Matiyari - Phase 4,Residential Plot,3562,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12817,Riverfront Extension,Riverfront Extension - Phase 2,Independent House,3545,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12818,Anora Kala,Anora Kala - Phase 3,Warehouse space,2440,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-12819,Riverfront Extension Area,Riverfront Extension Area - Sector H,1BHK Apartment,3787,High,High,10.0,Premium,Medium,Tourism|Retail,
LKO-PROP-12820,Rakabganj,Rakabganj - Sector I,2BHK Apartment,2514,High,Medium,7.0,Commercial,Medium,Retail,
LKO-PROP-12821,Sushant Golf City Extension,Sushant Golf City Extension - Phase 1,2BHK Apartment,2938,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-12822,Hardoi Road,Hardoi Road - Phase 2,2BHK Apartment,3138,Medium,Medium,6.0,Developing,Medium,Transport Business,
LKO-PROP-12823,Chowk,Chowk - Phase 5,Retail Shop,3132,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-12824,Vineet Khand,Vineet Khand - Phase 1,Commercial Plot,3448,High,High,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-12825,Chinhat Extension Phase 2,Chinhat Extension Phase 2 - Sector I,Commercial Plot,3216,High,High,7.0,Growth,Medium,Shops,
LKO-PROP-12826,Tiwariganj,Tiwariganj - Phase 1,2BHK Apartment,2631,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12827,Janeshwar Park Extension,Janeshwar Park Extension - Inner Circle,2BHK Apartment,3141,High,High,9.0,Premium,Medium,Commercial,
LKO-PROP-12828,Tedhi Pulia Area,Tedhi Pulia Area - Inner Circle,Independent House,3336,High,Medium,7.0,Developed,Medium,Shops|Retail,
LKO-PROP-12829,MG Road,MG Road - Sector H,Commercial Plot,3807,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12830,Eldeco Extension Area,Eldeco Extension Area - Main Road,Retail Shop,3292,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-12831,Lohia Path Area,Lohia Path Area - Sector I,Retail Shop,3868,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-12832,MG Road Area,MG Road Area - Phase 5,Retail Shop,3216,Very High,Medium,10.0,Commercial Core,Medium,Retail,
LKO-PROP-12833,Sapru Marg,Sapru Marg - Sector I,Residential Plot,3308,Very High,Medium,10.0,Commercial Core,Medium,Corporate Offices,
LKO-PROP-12834,Omaxe Extension Area,Omaxe Extension Area - Phase 1,Commercial Plot,2423,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-12835,Charbagh,Charbagh - Main Road,1BHK Apartment,2924,Very High,Medium,9.0,Commercial Core,Medium,Hotels|Food,
LKO-PROP-12836,Riverfront Extension,Riverfront Extension - Sector G,Independent House,3635,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12837,Naka Hindola,Naka Hindola - Sector C,Warehouse space,3255,High,Medium,7.0,Transport Hub,Medium,Hotels|Retail,
LKO-PROP-12838,Ismailganj,Ismailganj - Sector H,Independent House,2557,Medium,Medium,6.0,Developing,Medium,Residential,
LKO-PROP-12839,Shaheed Path,Shaheed Path - Phase 2,Residential Plot,5162,High,High,10.0,Premium Growth,High,Corporate Offices,Premium fast developing corridor
LKO-PROP-12840,Engineering College Road,Engineering College Road - Sector E,2BHK Apartment,3756,High,High,7.0,Growth,Medium,Student Business,
LKO-PROP-12841,Riverfront Extension Area,Riverfront Extension Area - Phase 5,Retail Shop,3590,High,High,10.0,Premium,Medium,Tourism|Retail,
LKO-PROP-12842,Engineering College Road,Engineering College Road - Phase 1,2BHK Apartment,3330,High,High,7.0,Growth,Medium,Student Business,
LKO-PROP-12843,Kukrail Extension,Kukrail Extension - Sector I,Warehouse space,3607,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12844,Chinhat,Chinhat - Phase 5,1BHK Apartment,3802,High,High,7.0,Growth,High,Shops|Cloud Kitchen,
LKO-PROP-12845,Malhaur,Malhaur - Sector E,2BHK Apartment,3124,Medium,High,7.0,Growth,High,Residential|Retail,Near Gomti Nagar extension
LKO-PROP-12846,Patrakarpuram Extension,Patrakarpuram Extension - Phase 1,2BHK Apartment,2967,High,Medium,9.0,Commercial,Medium,Retail,
LKO-PROP-12847,Gomti Nagar,Gomti Nagar - Sector H,Warehouse space,2788,High,Medium,9.0,Premium,Medium,Offices|Retail,Premium area high demand
LKO-PROP-12848,Saadatganj,Saadatganj - Phase 2,Commercial Plot,3243,Medium,Medium,6.0,Old City,Medium,Residential Shops,
LKO-PROP-12849,IIM Road,IIM Road - Sector J,Commercial Plot,1661,Medium,Medium,6.0,Residential,High,Mixed Use,High growth (recent surge)
LKO-PROP-12850,Krishna Nagar,Krishna Nagar - Inner Circle,2BHK Apartment,3135,Medium,Medium,7.0,Residential,Medium,Local Retail,
LKO-PROP-12851,Ansal Sushant,Ansal Sushant - Phase 1,Warehouse space,3204,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12852,Paper Mill Colony,Paper Mill Colony - Phase 1,Residential Plot,2687,Medium,Medium,7.0,Residential,Medium,Housing,
LKO-PROP-12853,Rana Pratap Marg,Rana Pratap Marg - Sector A,1BHK Apartment,3101,High,Medium,10.0,Commercial,Medium,Offices,
LKO-PROP-12854,Indraprastha,Indraprastha - Extension,Retail Shop,3039,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-12855,Deva Road Extension,Deva Road Extension - Extension,2BHK Apartment,3460,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-12856,South City,South City - Sector H,Warehouse space,2822,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12857,Airport Road Extension,Airport Road Extension - Phase 5,Independent House,3002,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-12858,Indiranagar Sector 14,Indiranagar Sector 14 - Sector A,3BHK Apartment,3048,High,Medium,8.0,Premium,Medium,Clinics|Shops,
LKO-PROP-12859,Nishatganj Extension,Nishatganj Extension - Sector H,Commercial Plot,3701,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-12860,Gomti Nagar Phase 2,Gomti Nagar Phase 2 - Sector A,Commercial Plot,3837,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-12861,Hardoi Bypass,Hardoi Bypass - Sector I,1BHK Apartment,3192,Low,High,6.0,Outer Growth,Medium,Warehousing,
LKO-PROP-12862,Hardoi Bypass,Hardoi Bypass - Sector D,3BHK Apartment,2813,Low,High,6.0,Outer Growth,Medium,Warehousing,
LKO-PROP-12863,DLF Extension Area,DLF Extension Area - Sector D,Commercial Plot,3732,Medium,High,8.0,Planned,Medium,Residential,
LKO-PROP-12864,Alambagh,Alambagh - Sector D,Independent House,3217,High,Medium,8.0,Developed,Low-Medium,Retail|Transport,
LKO-PROP-12865,Hardoi Road,Hardoi Road - Sector D,Independent House,2891,Medium,Medium,6.0,Developing,Medium,Transport Business,
LKO-PROP-12866,Raebareli Road,Raebareli Road - Sector B,1BHK Apartment,2226,Medium,Medium,6.0,Developing,Medium,Warehousing,Developing outskirts
LKO-PROP-12867,Munshi Pulia,Munshi Pulia - Phase 2,Retail Shop,3459,High,Medium,7.0,Developed,Medium,Local Shops,
LKO-PROP-12868,Cantt Area,Cantt Area - Sector J,3BHK Apartment,2840,High,Medium,9.0,Premium,Medium,Offices|Housing,
LKO-PROP-12869,Airport Road Extension,Airport Road Extension - Sector I,Commercial Plot,3118,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-12870,Vineet Khand,Vineet Khand - Sector F,Warehouse space,3703,High,High,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-12871,Chinhat,Chinhat - Phase 1,1BHK Apartment,3578,High,High,7.0,Growth,High,Shops|Cloud Kitchen,
LKO-PROP-12872,Nishatganj Extension,Nishatganj Extension - Sector C,3BHK Apartment,2555,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-12873,Ashiyana,Ashiyana - Sector D,Warehouse space,2761,Medium,Medium,7.0,Residential,Medium,Residential Business,
LKO-PROP-12874,Omaxe Residency,Omaxe Residency - Sector H,Retail Shop,2757,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12875,IIM Road,IIM Road - Phase 3,2BHK Apartment,1640,Medium,Medium,6.0,Residential,High,Mixed Use,High growth (recent surge)
LKO-PROP-12876,Kursi Road,Kursi Road - Sector I,1BHK Apartment,1714,High,High,6.0,Budget Growth,Medium-High,Small Business,Affordable mid-range zone
LKO-PROP-12877,Safedabad Extension,Safedabad Extension - Extension,Independent House,3411,Medium,High,7.0,Growth,Medium,Expansion,
LKO-PROP-12878,South City Phase 2,South City Phase 2 - Sector D,Retail Shop,3429,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-12879,Sitapur Road,Sitapur Road - Phase 1,2BHK Apartment,1354,High,Medium,5.0,Budget,Medium,Kirana|Low-cost Shops,Budget plots widely available
LKO-PROP-12880,Ansal Sushant,Ansal Sushant - Sector F,3BHK Apartment,2481,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12881,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Sector C,Independent House,3814,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-12882,Eldeco Extension Area,Eldeco Extension Area - Sector D,Retail Shop,3696,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-12883,Uattardhona,Uattardhona - Sector B,Commercial Plot,3042,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-12884,Tedhi Pulia,Tedhi Pulia - Phase 5,3BHK Apartment,2883,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12885,Sapru Marg,Sapru Marg - Phase 4,1BHK Apartment,2700,Very High,Medium,10.0,Commercial Core,Medium,Corporate Offices,
LKO-PROP-12886,Lohia Path Area,Lohia Path Area - Phase 5,Retail Shop,2711,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-12887,Jankipuram,Jankipuram - Phase 2,Residential Plot,1978,High,Medium,6.0,Residential,Medium,Local Shops,Residential demand steady
LKO-PROP-12888,Malhaur,Malhaur - Sector F,Commercial Plot,3106,Medium,High,7.0,Growth,High,Residential|Retail,Near Gomti Nagar extension
LKO-PROP-12889,Omaxe Extension Area,Omaxe Extension Area - Phase 1,Independent House,2755,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-12890,Chinhat Extension Phase 2,Chinhat Extension Phase 2 - Main Road,Warehouse space,3394,High,High,7.0,Growth,Medium,Shops,
LKO-PROP-12891,Eldeco Extension Area,Eldeco Extension Area - Phase 3,3BHK Apartment,3676,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-12892,Gomti Nagar Phase 3,Gomti Nagar Phase 3 - Sector C,Independent House,3864,High,Medium,9.0,Premium,Medium,Offices,
LKO-PROP-12893,Nawabganj,Nawabganj - Inner Circle,Independent House,3362,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-12894,Kanpur Road,Kanpur Road - Sector B,Independent House,2840,Medium,Medium,7.0,Developing,Medium,Transport Business,Good connectivity near airport
LKO-PROP-12895,Naka Hindola,Naka Hindola - Sector C,Residential Plot,2794,High,Medium,7.0,Transport Hub,Medium,Hotels|Retail,
LKO-PROP-12896,Paper Mill Colony,Paper Mill Colony - Sector B,Warehouse space,3314,Medium,Medium,7.0,Residential,Medium,Housing,
LKO-PROP-12897,Sitapur Bypass,Sitapur Bypass - Phase 2,Warehouse space,3403,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-12898,Janeshwar Mishra Park Area,Janeshwar Mishra Park Area - Sector E,3BHK Apartment,3262,High,High,9.0,Premium,Medium,Commercial|Tourism,
LKO-PROP-12899,Mohanlalganj,Mohanlalganj - Phase 2,Residential Plot,2396,Low,High,5.0,Outer Growth,High,Long-term Investment,Outer area large plots
LKO-PROP-12900,South City Phase 2,South City Phase 2 - Phase 1,Commercial Plot,3861,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-12901,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Sector E,3BHK Apartment,2425,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-12902,IIM Road,IIM Road - Phase 1,3BHK Apartment,1972,Medium,Medium,6.0,Residential,High,Mixed Use,High growth (recent surge)
LKO-PROP-12903,Uattardhona Extension,Uattardhona Extension - Phase 3,Commercial Plot,2646,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-12904,Alambagh,Alambagh - Sector C,2BHK Apartment,2993,High,Medium,8.0,Developed,Low-Medium,Retail|Transport,
LKO-PROP-12905,Indraprastha,Indraprastha - Sector D,Residential Plot,3846,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-12906,Aliganj,Aliganj - Sector I,Residential Plot,2884,High,Medium,7.0,Developed,Medium,Coaching|Retail,
LKO-PROP-12907,Tiwariganj Extension,Tiwariganj Extension - Phase 1,2BHK Apartment,3831,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12908,Riverfront Extension Area,Riverfront Extension Area - Phase 4,3BHK Apartment,2892,High,High,10.0,Premium,Medium,Tourism|Retail,
LKO-PROP-12909,Viraj Khand,Viraj Khand - Inner Circle,3BHK Apartment,2535,High,High,9.0,Premium,Medium,High-end Living,
LKO-PROP-12910,Sushant Golf City Extension,Sushant Golf City Extension - Sector F,Retail Shop,2483,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-12911,Transport Nagar Extension,Transport Nagar Extension - Phase 3,Retail Shop,3446,Medium,Medium,8.0,Industrial,Medium,Logistics,
LKO-PROP-12912,South City Phase 2,South City Phase 2 - Sector C,Warehouse space,2847,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-12913,Patrakarpuram,Patrakarpuram - Phase 3,Retail Shop,3009,High,Medium,9.0,Commercial,Medium,Retail|Food,
LKO-PROP-12914,Tiwariganj Extension,Tiwariganj Extension - Sector G,2BHK Apartment,3130,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12915,Vibhuti Khand Extension,Vibhuti Khand Extension - Sector I,Residential Plot,2919,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12916,Thakurganj,Thakurganj - Main Road,Retail Shop,3619,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-12917,Engineering College Road,Engineering College Road - Sector A,Residential Plot,2775,High,High,7.0,Growth,Medium,Student Business,
LKO-PROP-12918,Chinhat,Chinhat - Main Road,Independent House,2400,High,High,7.0,Growth,High,Shops|Cloud Kitchen,
LKO-PROP-12919,Kalyanpur,Kalyanpur - Sector H,Retail Shop,2617,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-12920,Omaxe Residency,Omaxe Residency - Phase 4,1BHK Apartment,3192,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12921,Chinhat,Chinhat - Phase 2,Retail Shop,2778,High,High,7.0,Growth,High,Shops|Cloud Kitchen,
LKO-PROP-12922,Kapoorthala,Kapoorthala - Phase 1,Independent House,3684,High,Medium,8.0,Commercial,Medium,Shops|Retail,
LKO-PROP-12923,Aminabad,Aminabad - Sector G,Retail Shop,3063,Very High,Medium,8.0,Commercial Core,Medium,Clothing|Retail,
LKO-PROP-12924,Anora Extension,Anora Extension - Sector J,Commercial Plot,3528,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-12925,Chinhat Extension Phase 3,Chinhat Extension Phase 3 - Sector G,3BHK Apartment,2937,High,High,7.0,Growth,Medium,Investment,
LKO-PROP-12926,Mahanagar,Mahanagar - Inner Circle,2BHK Apartment,3528,Medium,Medium,9.0,Premium,Medium,Luxury Retail,
LKO-PROP-12927,South City,South City - Phase 5,Warehouse space,2696,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12928,Amar Shaheed Path,Amar Shaheed Path - Extension,3BHK Apartment,3421,Medium,Medium,6.0,Residential,Medium,Mixed Use,High-end infrastructure zone
LKO-PROP-12929,Sushant Golf City Extension,Sushant Golf City Extension - Sector D,Commercial Plot,3262,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-12930,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Phase 5,Retail Shop,3139,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-12931,Ansal API Area,Ansal API Area - Sector H,Residential Plot,3063,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-12932,Kaiserbagh,Kaiserbagh - Sector C,1BHK Apartment,2889,High,Medium,8.0,Commercial Core,Medium,Legal|Offices,
LKO-PROP-12933,Shaheed Path,Shaheed Path - Sector I,Commercial Plot,5728,High,High,10.0,Premium Growth,High,Corporate Offices,Premium fast developing corridor
LKO-PROP-12934,Alamnagar Extension,Alamnagar Extension - Sector B,Warehouse space,3864,Medium,Medium,6.0,Developing,Medium,Affordable Housing,
LKO-PROP-12935,Malhaur Extension,Malhaur Extension - Sector B,Retail Shop,2999,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-12936,South City Phase 3,South City Phase 3 - Sector C,Residential Plot,3119,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-12937,Ansal Sushant Area,Ansal Sushant Area - Inner Circle,1BHK Apartment,3356,Medium,High,8.0,Planned Growth,Medium,Residential|Retail,
LKO-PROP-12938,Outer Ring Road,Outer Ring Road - Sector D,Warehouse space,3599,Low,High,7.0,Outer Growth,Medium,Warehousing,
LKO-PROP-12939,Para Road,Para Road - Sector C,Warehouse space,3295,Medium,Medium,5.0,Developing,Medium,Low-cost Setup,
LKO-PROP-12940,Munshi Pulia,Munshi Pulia - Phase 1,1BHK Apartment,3829,High,Medium,7.0,Developed,Medium,Local Shops,
LKO-PROP-12941,Raebareli Bypass,Raebareli Bypass - Sector F,Retail Shop,2755,Low,High,6.0,Outer Growth,Medium,Industrial,
LKO-PROP-12942,Eldeco Udyan,Eldeco Udyan - Phase 2,Independent House,3321,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-12943,Thakurganj,Thakurganj - Sector G,1BHK Apartment,3301,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-12944,Matiyari,Matiyari - Phase 2,1BHK Apartment,3060,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12945,Safedabad Extension,Safedabad Extension - Phase 1,Warehouse space,2836,Medium,High,7.0,Growth,Medium,Expansion,
LKO-PROP-12946,Gomti Nagar Phase 4,Gomti Nagar Phase 4 - Sector I,1BHK Apartment,3566,High,High,9.0,Premium Growth,Medium,Investment,
LKO-PROP-12947,Faizabad Bypass,Faizabad Bypass - Sector H,Warehouse space,2689,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12948,Faizabad Road,Faizabad Road - Main Road,1BHK Apartment,2591,High,High,8.0,Growth,High,Mixed Business,Growth corridor affordable plots
